--- Results for: test1.lang ---
Token: ID         | Lexeme: 'Simple_int' | Line: 9, Col: 1
Token: ERROR      | Lexeme: 'd' | Line: 78, Col: 22
Token: SEMI       | Lexeme: ';' | Line: 78, Col: 23
Token: ID         | Lexeme: 'Valid2' | Line: 79, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 79, Col: 8
Token: ID         | Lexeme: 'T' | Line: 79, Col: 10
Token: ID         | Lexeme: 'R' | Line: 79, Col: 11
Token: ID         | Lexeme: 'U' | Line: 79, Col: 12
Token: ID         | Lexeme: 'E' | Line: 79, Col: 13
Token: SEMI       | Lexeme: ';' | Line: 79, Col: 14
Token: ID         | Lexeme: 'Invalid2' | Line: 80, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 80, Col: 10
Token: ERROR      | Lexeme: 't' | Line: 80, Col: 12
Token: ERROR      | Lexeme: 'e' | Line: 80, Col: 13
Token: ERROR      | Lexeme: 's' | Line: 80, Col: 14
Token: ERROR      | Lexeme: 't' | Line: 80, Col: 15
Token: ERROR      | Lexeme: '$' | Line: 80, Col: 16
Token: ERROR      | Lexeme: 'v' | Line: 80, Col: 17
Token: ERROR      | Lexeme: 'a' | Line: 80, Col: 18
Token: ERROR      | Lexeme: 'l' | Line: 80, Col: 19
Token: ERROR      | Lexeme: 'u' | Line: 80, Col: 20
Token: ERROR      | Lexeme: 'e' | Line: 80, Col: 21
Token: SEMI       | Lexeme: ';' | Line: 80, Col: 22
Token: ID         | Lexeme: 'Valid3' | Line: 81, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 81, Col: 8
Token: FLOAT_LIT  | Lexeme: '3.14' | Line: 81, Col: 10
Token: SEMI       | Lexeme: ';' | Line: 81, Col: 14

--- Results for: test5.lang ---
Token: ID         | Lexeme: 'Counter' | Line: 14, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 14, Col: 9
Token: INT_LIT    | Lexeme: '0' | Line: 14, Col: 11
Token: SEMI       | Lexeme: ';' | Line: 14, Col: 12
Token: ID         | Lexeme: 'Sum' | Line: 17, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 17, Col: 5
Token: INT_LIT    | Lexeme: '100' | Line: 17, Col: 7
Token: SEMI       | Lexeme: ';' | Line: 17, Col: 10
Token: ID         | Lexeme: 'X' | Line: 22, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 22, Col: 3
Token: INT_LIT    | Lexeme: '10' | Line: 22, Col: 5
Token: SEMI       | Lexeme: ';' | Line: 22, Col: 7
Token: ID         | Lexeme: 'Y' | Line: 23, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 23, Col: 3
Token: INT_LIT    | Lexeme: '20' | Line: 23, Col: 5
Token: SEMI       | Lexeme: ';' | Line: 23, Col: 7
Token: ID         | Lexeme: 'Z' | Line: 24, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 24, Col: 3
Token: ID         | Lexeme: 'X' | Line: 24, Col: 5
Token: PLUS       | Lexeme: '+' | Line: 24, Col: 7
Token: ID         | Lexeme: 'Y' | Line: 24, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 24, Col: 10
Token: ID         | Lexeme: 'Value' | Line: 33, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 33, Col: 7
Token: INT_LIT    | Lexeme: '42' | Line: 33, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 33, Col: 11
Token: ID         | Lexeme: 'Total' | Line: 47, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 47, Col: 7
Token: INT_LIT    | Lexeme: '1000' | Line: 47, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 47, Col: 13
Token: ID         | Lexeme: 'A' | Line: 58, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 58, Col: 3
Token: INT_LIT    | Lexeme: '10' | Line: 58, Col: 5
Token: SEMI       | Lexeme: ';' | Line: 58, Col: 7
Token: ID         | Lexeme: 'B' | Line: 60, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 60, Col: 3
Token: INT_LIT    | Lexeme: '20' | Line: 60, Col: 5
Token: SEMI       | Lexeme: ';' | Line: 60, Col: 7
Token: ID         | Lexeme: 'C' | Line: 62, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 62, Col: 3
Token: ID         | Lexeme: 'A' | Line: 62, Col: 5
Token: PLUS       | Lexeme: '+' | Line: 62, Col: 7
Token: ID         | Lexeme: 'B' | Line: 62, Col: 9
Token: SEMI       | Lexeme: ';' | Line: 62, Col: 10
Token: ID         | Lexeme: 'Result' | Line: 64, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 64, Col: 8
Token: ID         | Lexeme: 'C' | Line: 64, Col: 10
Token: MULT       | Lexeme: '*' | Line: 64, Col: 12
Token: INT_LIT    | Lexeme: '2' | Line: 64, Col: 14
Token: SEMI       | Lexeme: ';' | Line: 64, Col: 15
Token: ID         | Lexeme: 'Var1' | Line: 71, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 71, Col: 6
Token: INT_LIT    | Lexeme: '1' | Line: 71, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 71, Col: 9
Token: ID         | Lexeme: 'Var2' | Line: 73, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 73, Col: 6
Token: INT_LIT    | Lexeme: '2' | Line: 73, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 73, Col: 9
Token: ID         | Lexeme: 'Var3' | Line: 75, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 75, Col: 6
Token: INT_LIT    | Lexeme: '3' | Line: 75, Col: 8
Token: SEMI       | Lexeme: ';' | Line: 75, Col: 9
Token: ID         | Lexeme: 'Sum_result' | Line: 77, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 77, Col: 12
Token: ID         | Lexeme: 'Var1' | Line: 77, Col: 14
Token: PLUS       | Lexeme: '+' | Line: 77, Col: 19
Token: ID         | Lexeme: 'Var2' | Line: 77, Col: 21
Token: PLUS       | Lexeme: '+' | Line: 77, Col: 26
Token: ID         | Lexeme: 'Var3' | Line: 77, Col: 28
Token: SEMI       | Lexeme: ';' | Line: 77, Col: 32
Token: ID         | Lexeme: 'Actual_value' | Line: 86, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 86, Col: 14
Token: INT_LIT    | Lexeme: '100' | Line: 86, Col: 16
Token: SEMI       | Lexeme: ';' | Line: 86, Col: 19
Token: ID         | Lexeme: 'Final' | Line: 92, Col: 1
Token: ASSIGN     | Lexeme: '=' | Line: 92, Col: 7
Token: ID         | Lexeme: 'T' | Line: 92, Col: 9
Token: ID         | Lexeme: 'R' | Line: 92, Col: 10
Token: ID         | Lexeme: 'U' | Line: 92, Col: 11
Token: ID         | Lexeme: 'E' | Line: 92, Col: 12
Token: SEMI       | Lexeme: ';' | Line: 92, Col: 13

